# Timestamp(s)	CAN_ID	DLC	Data
7.060000	1D4	8	26 9C FF BA 31 47 96 96
7.070000	1F2	8	26 AA 03 01 00 00 00 D4
7.070000	1D4	8	26 AA FF AE 31 47 96 96
7.080000	1F2	8	26 B8 03 01 00 00 00 E2
7.080000	1D4	8	26 B8 FF A2 31 47 96 96
7.090000	1F2	8	26 C6 03 01 00 01 00 F1
7.090000	1D4	8	26 C6 FF 96 31 47 96 96
7.100000	351	8	0D D8 04 AC 01 D9 00 00
7.100000	356	6	01 74 01 C4 03 00
7.100000	370	8	0E 1A 0E 2B 0E 20 0E 30
7.100000	371	8	0E 1E 0E 27 0E 24 0E 1C
7.100000	355	6	21 25 23 34 1E 00
7.100000	35F	8	10 68 07 D0 5F 05 5F 00
7.100000	35A	8	00 00 47 01 01 02 03 4E
7.100000	1F2	8	26 D4 03 01 00 01 00 FF
7.100000	1D4	8	26 D4 FF 8B 31 47 96 96
7.100000	390	8	03 00 00 00 00 00 00 00
7.110000	1F2	8	26 E2 03 01 00 01 00 0D
7.110000	1D4	8	26 E2 FF 7F 31 47 96 96
7.120000	1F2	8	26 F0 03 01 00 01 00 1B
7.120000	1D4	8	26 F0 FF 73 31 47 96 96
7.130000	1F2	8	26 FE 03 01 00 01 00 29
7.130000	1D4	8	26 FE FF 68 31 47 96 96
7.140000	1F2	8	27 0C 03 01 00 01 00 38
7.140000	1D4	8	27 0C FF 5C 31 47 96 96
7.150000	351	8	0D DC 04 AD 01 DD 00 00
7.150000	356	6	01 74 01 C4 03 00
7.150000	370	8	0E 1E 0E 2F 0E 24 0E 34
7.150000	371	8	0E 22 0E 2B 0E 28 0E 20
7.150000	1F2	8	27 1A 03 01 00 01 00 46
7.150000	1D4	8	27 1A FF 50 31 47 96 96
7.160000	1F2	8	27 28 03 01 00 01 00 54
7.160000	1D4	8	27 28 FF 44 31 47 96 96
7.170000	1F2	8	27 36 03 01 00 01 00 62
7.170000	1D4	8	27 36 FF 39 31 47 96 96
7.180000	1F2	8	27 44 03 01 00 01 00 70
7.180000	1D4	8	27 44 FF 2D 31 47 96 96
7.190000	1F2	8	27 52 03 01 00 01 00 7E
7.190000	1D4	8	27 52 FF 21 31 47 96 96
7.200000	351	8	0D E0 04 AE 01 E0 00 00
7.200000	356	6	01 73 01 C3 03 00
7.200000	370	8	0E 21 0E 32 0E 27 0E 37
7.200000	371	8	0E 25 0E 2E 0E 2B 0E 23
7.200000	355	6	21 25 23 34 1E 00
7.200000	35F	8	10 68 07 D0 5F 05 5F 00
7.200000	35A	8	00 00 48 01 01 02 03 4F
7.200000	1F2	8	27 60 03 01 00 01 00 8C
7.200000	1D4	8	27 60 FF 16 31 47 96 96
7.200000	390	8	03 00 00 00 00 00 00 00
7.200000	710	8	FF 2A 60 80 14 DC B6 EE
7.200000	711	8	0A F0 23 28 02 0C 00 00
7.210000	1F2	8	27 6E 03 01 00 01 00 9A
7.210000	1D4	8	27 6E FF 0A 31 47 96 96
7.220000	1F2	8	27 7C 03 01 00 01 00 A8
7.220000	1D4	8	27 7C FE FE 31 47 96 96
7.230000	1F2	8	27 8A 03 01 00 01 00 B6
7.230000	1D4	8	27 8A FE F3 31 47 96 96
7.240000	1F2	8	27 98 03 01 00 01 00 C4
7.240000	1D4	8	27 98 FE E7 31 47 96 96
7.250000	351	8	0D E4 04 AE 01 E3 00 00
7.250000	356	6	01 73 01 C3 03 00
7.250000	370	8	0E 25 0E 36 0E 2B 0E 3B
7.250000	371	8	0E 29 0E 32 0E 2F 0E 27
7.250000	1F2	8	27 A6 03 01 00 01 00 D2
7.250000	1D4	8	27 A6 FE DB 31 47 96 96
7.260000	1F2	8	27 B4 03 01 00 01 00 E0
7.260000	1D4	8	27 B4 FE D0 32 47 96 96
7.270000	1F2	8	27 C2 03 01 00 01 00 EE
7.270000	1D4	8	27 C2 FE C4 32 47 96 96
7.280000	1F2	8	27 D0 03 01 00 01 00 FC
7.280000	1D4	8	27 D0 FE B8 32 47 96 96
7.290000	1F2	8	27 DE 03 01 00 01 00 0A
7.290000	1D4	8	27 DE FE AD 32 47 96 96
7.300000	351	8	0D E8 04 AF 01 E7 00 00
7.300000	356	6	01 73 01 C3 03 00
7.300000	370	8	0E 29 0E 3A 0E 2F 0E 3F
7.300000	371	8	0E 2D 0E 36 0E 33 0E 2B
7.300000	355	6	21 25 23 34 1E 00
7.300000	35F	8	10 68 07 D0 5F 05 5F 00
7.300000	35A	8	00 00 49 01 01 02 03 50
7.300000	1F2	8	27 EC 03 01 00 01 00 18
7.300000	1D4	8	27 EC FE A1 32 47 96 96
7.300000	390	8	03 00 00 00 00 00 00 00
7.310000	1F2	8	27 FA 03 01 00 01 00 26
7.310000	1D4	8	27 FA FE 95 32 47 96 96
7.320000	1F2	8	28 08 03 01 00 01 00 35
7.320000	1D4	8	28 08 FE 8A 32 48 96 96
7.330000	1F2	8	28 16 03 01 00 01 00 43
7.330000	1D4	8	28 16 FE 7E 32 48 96 96
7.340000	1F2	8	28 24 03 01 00 01 00 51
7.340000	1D4	8	28 24 FE 73 32 48 96 96
7.350000	351	8	0D EC 04 AF 01 EA 00 00
7.350000	356	6	01 73 01 C3 03 00
7.350000	370	8	0E 2C 0E 3D 0E 32 0E 42
7.350000	371	8	0E 30 0E 39 0E 36 0E 2E
7.350000	1F2	8	28 32 03 01 00 01 00 5F
7.350000	1D4	8	28 32 FE 67 32 48 96 96
7.360000	1F2	8	28 40 03 01 00 01 00 6D
7.360000	1D4	8	28 40 FE 5B 32 48 96 96
7.370000	1F2	8	28 4E 03 01 00 01 00 7B
7.370000	1D4	8	28 4E FE 50 32 48 96 96
7.380000	1F2	8	28 5C 03 01 00 01 00 89
7.380000	1D4	8	28 5C FE 44 32 48 96 96
7.390000	1F2	8	28 6A 03 01 00 01 00 97
7.390000	1D4	8	28 6A FE 39 32 48 96 96
7.400000	351	8	0D F0 04 B0 01 ED 00 00
7.400000	356	6	01 72 01 C2 03 00
7.400000	370	8	0E 30 0E 41 0E 36 0E 46
7.400000	371	8	0E 34 0E 3D 0E 3A 0E 32
7.400000	355	6	21 25 23 34 1E 00
7.400000	35F	8	10 68 07 D0 5F 05 5F 00
7.400000	35A	8	00 00 4A 01 01 02 03 51
7.400000	1F2	8	28 78 03 01 00 01 00 A5
7.400000	1D4	8	28 78 FE 2D 32 48 96 96
7.400000	390	8	03 00 00 00 00 00 00 00
7.400000	710	8	FF 2A 60 80 14 DC B8 ED
7.400000	711	8	0B 3E 23 28 02 0C 00 00
7.410000	1F2	8	28 86 03 01 00 01 00 B3
7.410000	1D4	8	28 86 FE 21 32 48 96 96
7.420000	1F2	8	28 94 03 01 00 01 00 C1
7.420000	1D4	8	28 94 FE 16 32 48 96 96
7.430000	1F2	8	28 A2 03 01 00 01 00 CF
7.430000	1D4	8	28 A2 FE 0A 32 48 96 96
7.440000	1F2	8	28 B0 03 01 00 01 00 DD
7.440000	1D4	8	28 B0 FD FF 32 48 96 96
7.450000	351	8	0D F4 04 B0 01 F1 00 00
7.450000	356	6	01 72 01 C2 03 00
7.450000	370	8	0E 34 0E 45 0E 3A 0E 4A
7.450000	371	8	0E 38 0E 41 0E 3E 0E 36
7.450000	1F2	8	28 BE 03 01 00 01 00 EB
7.450000	1D4	8	28 BE FD F3 32 48 96 96
7.460000	1F2	8	28 CC 03 01 00 01 00 F9
7.460000	1D4	8	28 CC FD E8 32 48 96 96
7.470000	1F2	8	28 DA 03 01 00 01 00 07
7.470000	1D4	8	28 DA FD DC 32 48 96 96
7.480000	1F2	8	28 E8 03 01 00 01 00 15
7.480000	1D4	8	28 E8 FD D1 32 48 96 96
7.490000	1F2	8	28 F6 03 01 00 01 00 23
7.490000	1D4	8	28 F6 FD C5 32 48 96 96
7.500000	351	8	0D F8 04 B0 01 F4 00 00
7.500000	356	6	01 72 01 C2 03 00
7.500000	370	8	0E 37 0E 48 0E 3D 0E 4D
7.500000	371	8	0E 3B 0E 44 0E 41 0E 39
7.500000	355	6	21 25 23 34 1E 00
7.500000	35F	8	10 68 07 D0 5F 05 5F 00
7.500000	35A	8	00 00 4B 01 01 02 03 52
7.500000	35E	8	54 68 75 6C 61 63 65 6C
7.500000	1F2	8	29 04 03 01 00 01 00 32
7.500000	1D4	8	29 04 FD BA 32 48 96 96
7.500000	390	8	03 00 00 00 00 00 00 00
7.510000	1F2	8	29 04 03 01 00 01 00 32
7.510000	1D4	8	29 04 FD AE 32 48 96 96
7.520000	1F2	8	29 04 03 01 00 01 00 32
7.520000	1D4	8	29 04 FD A3 32 48 96 96
7.530000	1F2	8	29 04 03 01 00 01 00 32
7.530000	1D4	8	29 04 FD 97 32 48 96 96
7.540000	1F2	8	29 04 03 01 00 01 00 32
7.540000	1D4	8	29 04 FD 8C 32 48 96 96
7.550000	351	8	0D FC 04 B0 01 F7 00 00
7.550000	356	6	01 72 01 C2 03 00
7.550000	370	8	0E 3B 0E 4C 0E 41 0E 51
7.550000	371	8	0E 3F 0E 48 0E 45 0E 3D
7.550000	1F2	8	29 04 03 01 00 01 00 32
7.550000	1D4	8	29 04 FD 81 32 48 96 96
7.560000	1F2	8	29 04 03 01 00 01 00 32
7.560000	1D4	8	29 04 FD 75 32 48 96 96
7.570000	1F2	8	29 04 03 01 00 01 00 32
7.570000	1D4	8	29 04 FD 6A 32 48 96 96
7.580000	1F2	8	29 04 03 01 00 01 00 32
7.580000	1D4	8	29 04 FD 5E 32 49 96 96
7.590000	1F2	8	29 04 03 01 00 01 00 32
7.590000	1D4	8	29 04 FD 53 32 49 96 96
7.600000	351	8	0E 00 04 B0 01 FB 00 00
7.600000	356	6	01 72 01 C2 03 00
7.600000	370	8	0E 3F 0E 50 0E 45 0E 55
7.600000	371	8	0E 43 0E 4C 0E 49 0E 41
7.600000	355	6	21 25 23 35 1E 00
7.600000	35F	8	10 68 07 D0 5F 05 5F 00
7.600000	35A	8	00 00 4C 01 01 02 03 53
7.600000	1F2	8	29 04 03 01 00 01 00 32
7.600000	1D4	8	29 04 FD 48 32 49 96 96
7.600000	390	8	03 00 00 00 00 00 00 00
7.600000	710	8	FF 2A 60 80 14 DC BA F7
7.600000	711	8	0B 65 23 28 02 0C 00 00
7.610000	1F2	8	29 04 03 01 00 01 00 32
7.610000	1D4	8	29 04 FD 3C 32 49 96 96
7.620000	1F2	8	29 04 03 01 00 01 00 32
7.620000	1D4	8	29 04 FD 31 32 49 96 96
7.630000	1F2	8	29 04 03 01 00 01 00 32
7.630000	1D4	8	29 04 FD 26 32 49 96 96
7.640000	1F2	8	29 04 03 01 00 01 00 32
7.640000	1D4	8	29 04 FD 1A 32 49 96 96
7.650000	351	8	0E 04 04 AF 01 FE 00 00
7.650000	356	6	01 71 01 C1 03 00
7.650000	370	8	0E 42 0E 53 0E 48 0E 58
7.650000	371	8	0E 46 0E 4F 0E 4C 0E 44
7.650000	1F2	8	29 04 03 01 00 01 00 32
7.650000	1D4	8	29 04 FD 0F 32 49 96 96
7.660000	1F2	8	29 04 03 01 00 01 00 32
7.660000	1D4	8	29 04 FD 04 32 49 96 96
7.670000	1F2	8	29 04 03 01 00 01 00 32
7.670000	1D4	8	29 04 FC F8 32 49 96 96
7.680000	1F2	8	29 04 03 01 00 01 00 32
7.680000	1D4	8	29 04 FC ED 32 49 96 96
7.690000	1F2	8	29 04 03 01 00 01 00 32
7.690000	1D4	8	29 04 FC E2 32 49 96 96
7.700000	351	8	0E 08 04 AF 02 01 00 00
7.700000	356	6	01 71 01 C1 03 00
7.700000	370	8	0E 46 0E 57 0E 4C 0E 5C
7.700000	371	8	0E 4A 0E 53 0E 50 0E 48
7.700000	355	6	21 25 23 35 1E 00
7.700000	35F	8	10 68 07 D0 5F 05 5F 00
7.700000	35A	8	00 00 4D 01 01 02 03 54
7.700000	1F2	8	29 04 03 01 00 01 00 32
7.700000	1D4	8	29 04 FC D7 32 49 96 96
7.700000	390	8	03 00 00 00 00 00 00 00
7.710000	1F2	8	29 04 03 01 00 01 00 32
7.710000	1D4	8	29 04 FC CB 32 49 96 96
7.720000	1F2	8	29 04 03 01 00 01 00 32
7.720000	1D4	8	29 04 FC C0 32 49 96 96
7.730000	1F2	8	29 04 03 01 00 01 00 32
7.730000	1D4	8	29 04 FC B5 32 49 96 96
7.740000	1F2	8	29 04 03 01 00 01 00 32
7.740000	1D4	8	29 04 FC AA 32 49 96 96
7.750000	351	8	0E 0C 04 AE 02 05 00 00
7.750000	356	6	01 71 01 C1 03 00
7.750000	370	8	0E 4A 0E 5B 0E 50 0E 60
7.750000	371	8	0E 4E 0E 57 0E 54 0E 4C
7.750000	1F2	8	29 04 03 01 00 01 00 32
7.750000	1D4	8	29 04 FC 9F 32 49 96 96
7.760000	1F2	8	29 04 03 01 00 01 00 32
7.760000	1D4	8	29 04 FC 94 33 49 96 96
7.770000	1F2	8	29 04 03 01 00 01 00 32
7.770000	1D4	8	29 04 FC 88 33 49 96 96
7.780000	1F2	8	29 04 03 01 00 01 00 32
7.780000	1D4	8	29 04 FC 7D 33 49 96 96
7.790000	1F2	8	29 04 03 01 00 01 00 32
7.790000	1D4	8	29 04 FC 72 33 49 96 96
7.800000	351	8	0E 10 04 AE 02 08 00 00
7.800000	356	6	01 71 01 C1 03 00
7.800000	370	8	0E 4D 0E 5E 0E 53 0E 63
7.800000	371	8	0E 51 0E 5A 0E 57 0E 4F
7.800000	355	6	21 25 23 35 1E 00
7.800000	35F	8	10 68 07 D0 5F 05 5F 00
7.800000	35A	8	00 00 4E 01 01 02 03 55
7.800000	1F2	8	29 04 03 01 00 01 00 32
7.800000	1D4	8	29 04 FC 67 33 49 96 96
7.800000	390	8	03 00 00 00 00 00 00 00
7.800000	710	8	FF 2A 60 80 14 DC BD 04
7.800000	711	8	0B 65 23 28 02 0C 00 00
7.810000	1F2	8	29 04 03 01 00 01 00 32
7.810000	1D4	8	29 04 FC 5C 33 49 96 96
7.820000	1F2	8	29 04 03 01 00 01 00 32
7.820000	1D4	8	29 04 FC 51 33 49 96 96
7.830000	1F2	8	29 04 03 01 00 01 00 32
7.830000	1D4	8	29 04 FC 46 33 49 96 96
7.840000	1F2	8	29 04 03 01 00 01 00 32
7.840000	1D4	8	29 04 FC 3B 33 49 96 96
7.850000	351	8	0E 14 04 AD 02 0B 00 00
7.850000	356	6	01 70 01 C0 03 00
7.850000	370	8	0E 51 0E 62 0E 57 0E 67
7.850000	371	8	0E 55 0E 5E 0E 5B 0E 53
7.850000	1F2	8	29 04 03 01 00 01 00 32
7.850000	1D4	8	29 04 FC 30 33 4A 96 96
7.860000	1F2	8	29 04 03 01 00 01 00 32
7.860000	1D4	8	29 04 FC 25 33 4A 96 96
7.870000	1F2	8	29 04 03 01 00 01 00 32
7.870000	1D4	8	29 04 FC 1A 33 4A 96 96
7.880000	1F2	8	29 04 03 01 00 01 00 32
7.880000	1D4	8	29 04 FC 0F 33 4A 96 96
7.890000	1F2	8	29 04 03 01 00 01 00 32
7.890000	1D4	8	29 04 FC 04 33 4A 96 96
7.900000	351	8	0E 18 04 AC 02 0F 00 00
7.900000	356	6	01 70 01 C0 03 00
7.900000	370	8	0E 55 0E 66 0E 5B 0E 6B
7.900000	371	8	0E 59 0E 62 0E 5F 0E 57
7.900000	355	6	21 25 23 35 1E 00
7.900000	35F	8	10 68 07 D0 5F 05 5F 00
7.900000	35A	8	00 00 4F 01 01 02 03 56
7.900000	1F2	8	29 04 03 01 00 01 00 32
7.900000	1D4	8	29 04 FB F9 33 4A 96 96
7.900000	390	8	03 00 00 00 00 00 00 00
7.910000	1F2	8	29 04 03 01 00 01 00 32
7.910000	1D4	8	29 04 FB EE 33 4A 96 96
7.920000	1F2	8	29 04 03 01 00 01 00 32
7.920000	1D4	8	29 04 FB E3 33 4A 96 96
7.930000	1F2	8	29 04 03 01 00 01 00 32
7.930000	1D4	8	29 04 FB D9 33 4A 96 96
7.940000	1F2	8	29 04 03 01 00 01 00 32
7.940000	1D4	8	29 04 FB CE 33 4A 96 96
7.950000	351	8	0E 1C 04 AB 02 12 00 00
7.950000	356	6	01 70 01 C0 03 00
7.950000	370	8	0E 58 0E 69 0E 5E 0E 6E
7.950000	371	8	0E 5C 0E 65 0E 62 0E 5A
7.950000	1F2	8	29 04 03 01 00 01 00 32
7.950000	1D4	8	29 04 FB C3 33 4A 96 96
7.960000	1F2	8	29 04 03 01 00 01 00 32
7.960000	1D4	8	29 04 FB B8 33 4A 96 96
7.970000	1F2	8	29 04 03 01 00 01 00 32
7.970000	1D4	8	29 04 FB AD 33 4A 96 96
7.980000	1F2	8	29 04 03 01 00 01 00 32
7.980000	1D4	8	29 04 FB A3 33 4A 96 96
7.990000	1F2	8	29 04 03 01 00 01 00 32
7.990000	1D4	8	29 04 FB 98 33 4A 96 96
8.000000	351	8	0E 20 04 A9 02 15 00 00
8.000000	356	6	01 70 01 C0 03 00
8.000000	370	8	0E 5C 0E 6D 0E 62 0E 72
8.000000	371	8	0E 60 0E 69 0E 66 0E 5E
8.000000	355	6	21 25 23 35 1E 00
8.000000	35F	8	10 68 07 D0 5F 05 5F 00
8.000000	35A	8	00 00 50 01 01 02 03 57
8.000000	35E	8	54 68 75 6C 61 63 65 6C
8.000000	1F2	8	29 04 03 01 00 01 00 32
8.000000	1D4	8	29 04 FB 8D 33 4A 96 96
8.000000	390	8	03 00 00 00 00 00 00 00
8.000000	710	8	FF 2A 60 80 14 DC BF 10
8.000000	711	8	0B 65 23 28 02 0C 00 00
8.010000	1F2	8	29 04 03 01 00 01 00 32
8.010000	1D4	8	29 04 FB 82 33 4A 96 96
8.020000	1F2	8	29 04 03 01 00 01 00 32
8.020000	1D4	8	29 04 FB 78 33 4A 96 96
8.030000	1F2	8	29 04 03 01 00 01 00 32
8.030000	1D4	8	29 04 FB 6D 33 4A 96 96
8.040000	1F2	8	29 04 03 01 00 01 00 32
8.040000	1D4	8	29 04 FB 62 33 4A 96 96
8.050000	351	8	0E 24 04 A8 02 19 00 00
8.050000	356	6	01 6F 01 BF 03 00
8.050000	370	8	0E 60 0E 71 0E 66 0E 76
8.050000	371	8	0E 64 0E 6D 0E 6A 0E 62
8.050000	1F2	8	29 04 03 01 00 01 00 32
8.050000	1D4	8	29 04 FB 58 33 4A 96 96
8.060000	1F2	8	29 04 03 01 00 01 00 32
8.060000	1D4	8	29 04 FB 4D 33 4A 96 96
8.070000	1F2	8	29 04 03 01 00 01 00 32
8.070000	1D4	8	29 04 FB 43 33 4A 96 96
8.080000	1F2	8	29 04 03 01 00 01 00 32
8.080000	1D4	8	29 04 FB 38 33 4A 96 96
8.090000	1F2	8	29 04 03 01 00 01 00 32
8.090000	1D4	8	29 04 FB 2E 33 4A 96 96
8.100000	351	8	0E 28 04 A7 02 1C 00 00
8.100000	356	6	01 6F 01 BF 03 00
8.100000	370	8	0E 63 0E 74 0E 69 0E 79
8.100000	371	8	0E 67 0E 70 0E 6D 0E 65
8.100000	355	6	21 25 23 35 1E 00
8.100000	35F	8	10 68 07 D0 5F 05 5F 00
8.100000	35A	8	00 00 51 01 01 02 03 58
8.100000	1F2	8	29 04 03 01 00 01 00 32
8.100000	1D4	8	29 04 FB 23 33 4A 96 96
8.100000	390	8	03 00 00 00 00 00 00 00
8.110000	1F2	8	29 04 03 01 00 01 00 32
8.110000	1D4	8	29 04 FB 19 33 4A 96 96
8.120000	1F2	8	29 04 03 01 00 01 00 32
8.120000	1D4	8	29 04 FB 0E 33 4A 96 96
8.130000	1F2	8	29 04 03 01 00 01 00 32
8.130000	1D4	8	29 04 FB 04 33 4B 96 96
8.140000	1F2	8	29 04 03 01 00 01 00 32
8.140000	1D4	8	29 04 FA F9 33 4B 96 96
8.150000	351	8	0E 2C 04 A5 02 1F 00 00
8.150000	356	6	01 6F 01 BF 03 00
8.150000	370	8	0E 67 0E 78 0E 6D 0E 7D
8.150000	371	8	0E 6B 0E 74 0E 71 0E 69
8.150000	1F2	8	29 04 03 01 00 01 00 32
8.150000	1D4	8	29 04 FA EF 33 4B 96 96
8.160000	1F2	8	29 04 03 01 00 01 00 32
8.160000	1D4	8	29 04 FA E4 33 4B 96 96
8.170000	1F2	8	29 04 03 01 00 01 00 32
8.170000	1D4	8	29 04 FA DA 33 4B 96 96
8.180000	1F2	8	29 04 03 01 00 01 00 32
8.180000	1D4	8	29 04 FA D0 33 4B 96 96
8.190000	1F2	8	29 04 03 01 00 01 00 32
8.190000	1D4	8	29 04 FA C5 33 4B 96 96
8.200000	351	8	0E 30 04 A3 02 23 00 00
8.200000	356	6	01 6F 01 BF 03 00
8.200000	370	8	0E 6B 0E 7C 0E 71 0E 81
8.200000	371	8	0E 6F 0E 78 0E 75 0E 6D
8.200000	355	6	21 25 23 36 1E 00
8.200000	35F	8	10 68 07 D0 5F 05 5F 00
8.200000	35A	8	00 00 52 01 01 02 03 59
8.200000	1F2	8	29 04 03 01 00 01 00 32
8.200000	1D4	8	29 04 FA BB 33 4B 96 96
8.200000	390	8	03 00 00 00 00 00 00 00
8.200000	710	8	FF 2A 60 80 14 DC C1 1C
8.200000	711	8	0B 65 23 28 02 0C 00 00
8.210000	1F2	8	29 04 03 01 00 01 00 32
8.210000	1D4	8	29 04 FA B1 33 4B 96 96
8.220000	1F2	8	29 04 03 01 00 01 00 32
8.220000	1D4	8	29 04 FA A7 33 4B 96 96
8.230000	1F2	8	29 04 03 01 00 01 00 32
8.230000	1D4	8	29 04 FA 9C 33 4B 96 96
8.240000	1F2	8	29 04 03 01 00 01 00 32
8.240000	1D4	8	29 04 FA 92 33 4B 96 96
8.250000	351	8	0E 34 04 A1 02 26 00 00
8.250000	356	6	01 6F 01 BF 03 00
8.250000	370	8	0E 6E 0E 7F 0E 74 0E 84
8.250000	371	8	0E 72 0E 7B 0E 78 0E 70
8.250000	1F2	8	29 04 03 01 00 01 00 32
8.250000	1D4	8	29 04 FA 88 33 4B 96 96
8.260000	1F2	8	29 04 03 01 00 01 00 32
8.260000	1D4	8	29 04 FA 7E 34 4B 96 96
8.270000	1F2	8	29 04 03 01 00 01 00 32
8.270000	1D4	8	29 04 FA 74 34 4B 96 96
8.280000	1F2	8	29 04 03 01 00 01 00 32
8.280000	1D4	8	29 04 FA 6A 34 4B 96 96
8.290000	1F2	8	29 04 03 01 00 01 00 32
8.290000	1D4	8	29 04 FA 60 34 4B 96 96
8.300000	351	8	0E 38 04 9F 02 29 00 00
8.300000	356	6	01 6E 01 BE 03 00
8.300000	370	8	0E 72 0E 83 0E 78 0E 88
8.300000	371	8	0E 76 0E 7F 0E 7C 0E 74
8.300000	355	6	22 26 24 36 1F 00
8.300000	35F	8	10 68 07 D0 5F 05 5F 00
8.300000	35A	8	00 00 53 01 01 02 03 5A
8.300000	1F2	8	29 04 03 01 00 01 00 32
8.300000	1D4	8	29 04 FA 56 34 4B 96 96
8.300000	390	8	03 00 00 00 00 00 00 00
8.310000	1F2	8	29 04 03 01 00 01 00 32
8.310000	1D4	8	29 04 FA 4C 34 4B 96 96
8.320000	1F2	8	29 04 03 01 00 01 00 32
8.320000	1D4	8	29 04 FA 42 34 4B 96 96
8.330000	1F2	8	29 04 03 01 00 01 00 32
8.330000	1D4	8	29 04 FA 38 34 4B 96 96
8.340000	1F2	8	29 04 03 01 00 01 00 32
8.340000	1D4	8	29 04 FA 2E 34 4B 96 96
8.350000	351	8	0E 3C 04 9D 02 2D 00 00
8.350000	356	6	01 6E 01 BE 03 00
8.350000	370	8	0E 76 0E 87 0E 7C 0E 8C
8.350000	371	8	0E 7A 0E 83 0E 80 0E 78
8.350000	1F2	8	29 04 03 01 00 01 00 32
8.350000	1D4	8	29 04 FA 24 34 4B 96 96
8.360000	1F2	8	29 04 03 01 00 01 00 32
8.360000	1D4	8	29 04 FA 1A 34 4B 96 96
8.370000	1F2	8	29 04 03 01 00 01 00 32
8.370000	1D4	8	29 04 FA 10 34 4B 96 96
8.380000	1F2	8	29 04 03 01 00 01 00 32
8.380000	1D4	8	29 04 FA 06 34 4B 96 96
8.390000	1F2	8	29 04 03 01 00 01 00 32
8.390000	1D4	8	29 04 F9 FC 34 4B 96 96
8.400000	351	8	0E 40 04 9B 02 30 00 00
8.400000	356	6	01 6E 01 BE 03 00
8.400000	370	8	0E 79 0E 8A 0E 7F 0E 8F
8.400000	371	8	0E 7D 0E 86 0E 83 0E 7B
8.400000	355	6	22 26 24 36 1F 00
8.400000	35F	8	10 68 07 D0 5F 05 5F 00
8.400000	35A	8	00 00 54 01 01 02 03 5B
8.400000	1F2	8	29 04 03 01 00 01 00 32
8.400000	1D4	8	29 04 F9 F3 34 4B 96 96
8.400000	390	8	03 00 00 00 00 00 00 00
8.400000	710	8	FF 2A 60 80 14 DC C3 28
8.400000	711	8	0B 65 23 28 02 0C 00 00
8.410000	1F2	8	29 04 03 01 00 01 00 32
8.410000	1D4	8	29 04 F9 E9 34 4B 96 96
8.420000	1F2	8	29 04 03 01 00 01 00 32
8.420000	1D4	8	29 04 F9 DF 34 4C 96 96
8.430000	1F2	8	29 04 03 01 00 01 00 32
8.430000	1D4	8	29 04 F9 D5 34 4C 96 96
8.440000	1F2	8	29 04 03 01 00 01 00 32
8.440000	1D4	8	29 04 F9 CC 34 4C 96 96
8.450000	351	8	0E 44 04 98 02 33 00 00
8.450000	356	6	01 6E 01 BE 03 00
8.450000	370	8	0E 7D 0E 8E 0E 83 0E 93
8.450000	371	8	0E 81 0E 8A 0E 87 0E 7F
8.450000	1F2	8	29 04 03 01 00 01 00 32
8.450000	1D4	8	29 04 F9 C2 34 4C 96 96
8.460000	1F2	8	29 04 03 01 00 01 00 32
8.460000	1D4	8	29 04 F9 B8 34 4C 96 96
8.470000	1F2	8	29 04 03 01 00 01 00 32
8.470000	1D4	8	29 04 F9 AF 34 4C 96 96
8.480000	1F2	8	29 04 03 01 00 01 00 32
8.480000	1D4	8	29 04 F9 A5 34 4C 96 96
8.490000	1F2	8	29 04 03 01 00 01 00 32
8.490000	1D4	8	29 04 F9 9C 34 4C 96 96
8.500000	351	8	0E 49 04 96 02 37 00 00
8.500000	356	6	01 6D 01 BD 03 00
8.500000	370	8	0E 81 0E 92 0E 87 0E 97
8.500000	371	8	0E 85 0E 8E 0E 8B 0E 83
8.500000	355	6	22 26 24 36 1F 00
8.500000	35F	8	10 68 07 D0 5F 05 5F 00
8.500000	35A	8	00 00 55 01 01 02 03 5C
8.500000	35E	8	54 68 75 6C 61 63 65 6C
8.500000	1F2	8	29 04 03 01 00 01 00 32
8.500000	1D4	8	29 04 F9 92 34 4C 96 96
8.500000	390	8	03 00 00 00 00 00 00 00
8.510000	1F2	8	28 E8 03 01 00 01 00 15
8.510000	1D4	8	28 E8 F9 89 34 4C 96 96
8.520000	1F2	8	28 CC 03 01 00 01 00 F9
8.520000	1D4	8	28 CC F9 7F 34 4C 96 96
8.530000	1F2	8	28 B0 03 01 00 01 00 DD
8.530000	1D4	8	28 B0 F9 76 34 4C 96 96
8.540000	1F2	8	28 94 03 01 00 01 00 C1
8.540000	1D4	8	28 94 F9 6C 34 4C 96 96
8.550000	351	8	0E 4D 04 93 02 3A 00 00
8.550000	356	6	01 6D 01 BD 03 00
8.550000	370	8	0E 84 0E 95 0E 8A 0E 9A
8.550000	371	8	0E 88 0E 91 0E 8E 0E 86
8.550000	1F2	8	28 78 03 01 00 01 00 A5
8.550000	1D4	8	28 78 F9 63 34 4C 96 96
8.560000	1F2	8	28 5C 03 01 00 01 00 89
8.560000	1D4	8	28 5C F9 5A 34 4C 96 96
8.570000	1F2	8	28 40 03 01 00 01 00 6D
8.570000	1D4	8	28 40 F9 50 34 4C 96 96
8.580000	1F2	8	28 24 03 01 00 01 00 51
8.580000	1D4	8	28 24 F9 47 34 4C 96 96
8.590000	1F2	8	28 08 03 01 00 01 00 35
